medianIncome,medianHouseValue
3.5833,227.3
7.7865,423.9
3.4792,110.7
4.0417,182.8
5.9582,350.7
3.814,132.5
3.0206,219.5
2.4107,96.4
4.2414,500.001
5.635,218.9
3.775,155
12.1579,500.001
5.5519,329.5
2.05,100
7.1576,500.001
3.4812,432.8
3.6455,139.2
7.3841,172.2
4.3864,117.5
6.0918,344.8
1.65,94.2
4.369,121.1
4,202.6
4.6,199
4.9,203.7
2.0893,96.5
2.4464,128.7
8.5326,315.2
2.2604,84.8
2.9125,145.8
3.0507,107.3
3.7449,129.3
2.425,76.1
3.8185,137.2
4.125,175.9
4.9904,157.3
3.5521,168.3
3.3958,111.9
2.6522,65.9
7.313,463.7
5.6266,320.5
5.041,397.6
4.0955,174.2
4.1325,203.5
4.2212,293.8
6.2247,339
3.2386,112.5
4.0515,121.9
2.9524,178.8
4.2404,351
6.0398,217.8
8.0158,420
3.4208,343.4
3.8333,170
2.5035,123.7
3.0673,218.4
3.5268,152
2.2961,112.5
3.154,115.7
5.0447,249.2
3.3702,370
4.1368,151
4.7891,184.8
2.8616,92.5
4.2259,169.3
2.3125,108.3
1.5321,48.3
7.0568,412.5
2.5701,266.7
1.84,91.4
2.9792,151.3
1.4833,65.2
4.5208,165
5.0839,198.2
2.2604,100
2.3103,134.5
2.9821,142.5
3.6187,211.6
3.8307,70.6
1.8432,327.3
2.3304,500.001
2.319,97.2
8.8115,500.001
4.1932,269.2
2.561,234.6
5.3428,243.6
4.642,457.3
4.7188,197.1
3.6964,500.001
3.4107,82.8
3.4609,118
2.7857,150.3
4.1958,160.1
4.5625,253.5
3.15,101.5
2.5694,201
1.8894,112.5
1.9176,121.1
4.7361,167.7
4.1477,315.1
3.244,337.2
1.7188,137.5
4.2356,347.7
2.1187,231.3
1.6065,111.4
7.5953,434.8
2.25,76.6
2.1917,112.8
1.1868,93.8
4.1875,267.3
2.7232,123.2
3.86,109.3
4.9732,165
2.1731,66.2
3.3636,140.9
4.5721,214.7
1.9961,97.8
3.7604,280.1
4.81,191.9
5.2319,430.1
3.1753,85
4.2227,134.4
2.4524,90.3
2.9571,103.1
3.3125,138.5
5.1615,276.2
2.4875,90
2.8333,414.7
3.6953,192.6
5,275.9
6.0368,248
2.6673,142.3
1.6591,112.5
5.269,331.9
6.135,297.3
4.3897,190.6
4.2269,170.5
2.3977,112.2
2.1833,92.7
5.1356,218.7
3.0625,90.5
3.2891,93.1
2.4632,216.7
1.725,287.5
3.3839,105.9
5.7476,248.6
2.7218,145.9
3.9856,500.001
3.6848,140.7
1.3676,47.8
3.475,167.2
2.3236,156.3
3.3326,167.6
11.3176,500.001
5.0461,222.4
3.7656,145
2.1042,268.3
3.1538,154.3
2.3194,159.4
5.0761,233.2
4.0631,88.2
4.7275,293
3.016,96.6
5.7578,347.7
3.2396,143.8
6.4517,356.6
4.2218,181
3.3036,78.3
4.7861,210.7
4.2679,131.9
5.3119,157.3
1.7708,59
6.2556,341.3
1.7701,146.2
2.6053,99.2
1.5957,101.4
1.8576,193.8
2.7139,164.9
4.7361,418.8
5.4788,339.3
4.375,174.5
6.8686,406.5
1.9583,108.8
1.3417,69
3.0043,156.5
4.5083,405.2
3.4063,138
2.6346,100.6
4.8333,277.2
6.9414,417.5
4.3288,133.7
13.947,500.001
5.4607,192.3
2.5762,173.4
3.9615,268.6
3.4531,133.1
6.1001,298.9
5.7871,227.4
2.4757,85.6
2.9208,98.5
4.6186,181.1
2.2328,250
2.1164,139.4
10.3942,500.001
9.1415,500.001
1.1563,118.8
2.8553,360.7
3.7857,110.5
5.01,263.8
4.4792,173.9
4.1951,195
2.225,52
3.4107,233.3
2.4556,97.1
2.125,108.9
2.2625,132.9
3.4792,94.6
2.8512,181
3.3542,344.2
2.2029,54.2
5.0629,232.6
4.3021,94.5
4.125,216.7
1.4429,54.6
4.9643,317.9
2.3798,83.8
8.1888,500.001
3.7344,115.3
2.875,160
6.3403,500.001
4.0217,99.2
1.3904,48.1
5.137,348.6
4.5156,91.2
9.3603,500.001
3.8824,193.1
3.7464,113.5
3.7083,154.8
5.1647,154.7
3.3389,187.1
2.9716,173.6
3.4183,104.1
4.2614,268.8
4.0931,134.2
4.1042,252.1
4.8036,340
1.9236,117.2
4.2155,247.8
5.2713,216.5
8.7288,425.8
3.95,164
5.791,254.1
2.7348,209.1
2.0062,125
3.75,280
2.1442,188.9
3.3469,345
2.3667,91.2
1.5347,80.4
2.3333,196.5
2.2121,98.6
1.7866,325
5.1695,397
5.5601,213.7
3.0602,69.8
2.774,59.5
5.6286,411.3
4.0403,346.1
6.0116,271.2
2.6343,81.5
6.0531,230.7
3.2569,201.5
3.8906,238.3
3.0119,171.4
6.0783,229.2
4.6452,236.2
5.228,187.8
3.0915,139.9
0.8075,137.5
2.7468,81.1
1.5875,55.8
6.4696,249.5
5.5779,234.8
3.2303,131.8
3.9506,122.2
5.2043,95.7
3.375,80.7
3.2596,103
2.6182,172.6
5.3316,500.001
8.2049,335.2
7.3522,363.8
2.2969,89.3
4.75,500.001
5.8718,201.4
2.2,210
2.78,196.3
5.5596,500.001
1.6033,67.5
5.3749,346.1
1.8287,146.9
4.875,167.6
5.8625,109.4
3.4323,144.6
4.1372,265.2
2.875,60.6
5.5259,295.8
2.75,231.3
2.5,72.6
3.625,266.7
1.6504,151.8
3.3125,163.9
2.1638,132.8
4.6042,256.4
4.3542,179.8
4.9432,118.8
2.1587,143.8
1.3042,99.2
4.0921,135
5.1118,226.9
1.9706,144.2
3.7258,181.9
2.65,123.8
5.5289,297.7
3.3571,112.3
2.9286,257.7
3.8292,177
3.0625,93.8
4.0435,132.6
12.0372,500.001
3.1989,320.8
5.9546,396.7
2.9688,202.1
2.1382,166.6
2.7477,243.8
2.875,234
1.06,56.5
4.0965,500.001
5.7934,270.5
2.4135,97
3.6832,216.9
3.9241,131.5
6.0074,236.5
4.4821,220.1
2.6801,100
3.5335,268.8
4.3229,327.3
2.5875,144.5
4.7245,273.6
10.2264,112.5
3,175
3.1713,161
4.6776,295.5
2.765,98.5
1.1552,250
3.194,276.3
3.3555,275
4.0417,109.4
5.1021,202.8
2.6962,288.2
4.1734,240.5
3.5156,199.3
3.809,110.7
5.7485,162.5
5.6877,231.4
3.363,103
3.6815,181.8
2.6875,74.4
2.1935,243.2
3.7697,83.6
6.5571,500.001
2.288,210
1.9038,325
10.1882,500.001
15.0001,500.001
3.699,237.5
3.7622,150
4.25,332.8
2.9821,97
3.8333,92.6
3.2312,192.2
7.4918,367.6
3.1304,340.5
1.6321,57.5
3.558,161.1
1.5086,64.7
4.3897,186.3
5.3403,489.8
2.462,254
1.3451,57.5
4.6477,265.9
5.5456,258.1
2.7273,128.6
5.0784,295.9
3.9565,268.5
4.74,230
0.8012,81.8
2.4167,131.3
1.4511,73.1
4.7356,195.9
2.1429,69.9
2.5488,80.3
3.4762,189.6
3.7986,171
3.6371,176.3
2.0258,64.8
1.9203,195.8
2.4635,169.4
6.7744,294.1
2.5156,190.9
3.6467,147.5
5.0463,456.3
2.6618,136.2
4.4375,320
3.1795,125.6
3.569,70.7
7.9887,328
3.8194,125.7
3.6538,276.1
2.964,121.5
2.9489,67.5
1.5972,68.9
7.4837,358.7
4.2667,338.8
5.8362,217.5
6.6657,364.5
7.8543,281.9
3.2566,151.8
2.5208,58.5
1.0467,70.1
3.2361,187.5
3.3937,270
3.4722,135.4
6.979,330.7
5.1149,314.2
4.325,223.9
3.5056,203.1
3.0354,113.7
5.1377,360.7
4.7708,281.7
2.9063,192
2.6316,252.8
4.1612,232.8
5.3955,282.3
1.1528,150
3.0265,350
2.1691,150
3.8125,366.7
2.8194,93
4.2813,270.8
3.5,181.1
3.3801,192.5
4.7813,240.9
2.6964,122.2
12.0088,500.001
3.1875,171.7
3.9063,192.7
1.6757,63.3
3.4896,226.7
2.625,97.4
13.4196,500.001
6.3267,500.001
2.6974,73
5.2527,130.6
9.3092,500.001
5.1061,257.5
2.6385,180.2
4.925,409.8
1.8363,145.5
3.0074,175
2.1434,44
5.0912,169.8
1.8403,54.7
2.0242,94.6
3.7201,183.1
3.575,396.8
4.3438,233.6
3.9583,141.7
3.5313,68.8
3.0404,142.1
4.5881,136.4
2.0682,158.3
4.0417,234.5
2.8298,71.2
2.4884,130.5
3.5078,109
4.3958,130.7
14.4219,500.001
4.6528,335.7
2.7679,277.5
3.9464,101.5
4.2639,154.2
7.3252,333.7
2.8942,124.1
4.6838,479
2.375,137.5
4.6528,186.6
5.311,255.8
2.0956,134.4
2.7632,158.9
6.0426,110
3.0542,123.9
1.3785,142.3
3.6607,153
3.1076,115.8
3.1042,183.1
4.9524,226.6
0.8229,68.4
2.3844,86
3.1768,131
4.2143,146.9
3.0208,206.3
5.4155,213.2
4.163,112.5
4.0495,153.9
4.192,219.9
4.1687,240.7
3.7232,500.001
4.9773,281.2
2.6062,52.6
6.68,359.5
1.9923,164.7
4.3851,160.4
2.0089,68.1
3.3889,347.9
3.5,134.7
1.9257,135.3
5.7393,500.001
2.6307,66.4
3.3214,162.2
3.6308,192.1
5.196,210.7
3.8643,195.8
3.0432,91.2
4.5221,168.3
3.0526,146.9
3.6458,325.8
4.9861,201.8
3.0682,142
4.2621,124.2
4.087,134.8
6.5319,345.8
2.125,91.9
2.3049,150
2.1136,57.3
3.7431,132.8
1.4886,128.8
3.1364,150
2.4375,78.2
6.2089,283.4
4.375,193.3
2.1719,99.1
5.8252,264.7
2.1667,93.8
2.2429,150
4.6694,158.2
3.495,118
3.6538,500.001
1.6977,91.3
3.9615,194.6
4.1563,320.8
1.5781,134.4
4.1467,175
3.625,357.6
4.0313,285
2.3725,77.2
8.9088,415.3
1.7714,159.4
2.8929,98.1
3.2019,95.7
5.6611,265.6
2.3958,102.1
2.8875,155.7
4.9013,330.1
5.536,204.8
5.979,285.2
3.4286,191.8
2.3784,185.4
6.987,500.001
4.4,79.3
4.1843,207.6
3.9489,360.2
3.5833,92.8
5.1017,241.4
3.6588,238.6
2.1434,62.6
3.325,178.2
4.3814,245.3
2.712,89
4.3397,195.6
1.9688,53.9
4.5,173.3
2.775,225
4.3125,276.5
4.375,286.1
1.1601,121.4
7.5,356.2
3.0298,199.6
3.8304,261.4
2.675,241.7
6.3617,331.5
6.1133,120
2.2333,61
4.7917,359.9
2.5013,275
3.8846,100.9
6.7415,348.2
3.5278,339.8
3.375,165.3
4.375,212.2
2.9258,234.8
3.4792,107.6
3.0625,87.5
3.0043,134.7
3.9567,251.5
5.9346,253.6
2.8983,129.2
2.6324,133.7
6.3835,407.8
4.8611,146.4
3.0781,162.5
10.4277,500.001
10.1275,500.001
5.136,447.4
1.775,63.4
1.6187,266.7
11.5609,500.001
3.75,221.3
2.0057,189.4
1.684,65.9
6.992,284.8
3.6,139.3
2.4545,105
4.2969,165.6
3.3438,186.6
3.1528,113.7
4.5687,177.2
1.1479,101.1
1.875,98.6
3.5076,73.6
3.1284,115.1
6.2073,282.5
3.4871,136.4
5.5198,245.6
3.0777,263.8
0.8351,150
3.12,194.3
2.069,84.6
1.7885,62.1
4.0679,190.5
4.7813,188.6
3.1389,117.8
3.0466,159.6
3.3906,147.8
3.0227,297.1
2.1792,55.2
2.1728,59.4
6.1014,480.1
1.9238,70.7
3.4327,147.2
3.5789,120.3
2.3917,85.7
3.9443,187.3
3.0147,118.8
7.8426,500.001
6.3406,448.3
4.5,275.6
2.6914,366.7
4.0774,171.6
3.2813,181.1
4.9688,238.9
2.5658,252
4.2614,211.3
7.3151,492.2
1.9167,136.4
10.7582,500.001
7.2861,328
1.5676,58.2
2.7813,105.8
5.3374,47.5
1.9405,145.4
3.25,107.5
3.1513,154.3
5.1182,249.2
1.6354,158.9
4.875,175
5.5136,137.1
2.6528,133
1.8438,72.1
2.4196,275
2.5321,105.1
7.1572,294.9
4.3625,111.8
4.3,330.5
3.5938,141.1
1.6037,275
5.3765,223.1
2.8958,135
3.7826,196.3
4.0313,195.5
3.4286,247.9
5.6629,234
2.0888,237.5
2.6957,191.7
2.6818,159.4
3.8854,312.3
5.8411,381.8
5.5601,205.2
2.316,119.4
2.3583,95
10.1454,500.001
2.3304,64.9
1.0208,78.6
3.3936,127
2.8882,151.4
4.072,270.1
2.2083,146.3
3.025,154.3
3.0806,106.7
4.0833,160
2.9886,87.5
2.6884,204.6
4.4135,272.3
1.939,100.3
7.0504,333.8
2.5057,156.3
5.0322,435
3.3125,106.1
5.083,151.3
3.0651,108
7.4729,431.6
2.2333,120.1
4.7283,170.2
2.2589,131.6
3.125,71.3
2.2898,66.1
3.5652,119.8
2.325,63.2
5.1068,223.3
2.2357,72.3
1.1602,65
2.2813,101.3
3.4705,228.6
4.6437,191.7
6.5475,500.001
7.1621,500.001
2.2402,89.5
1.6389,96.7
2.1199,160.4
5.3154,289.4
2.0044,212.5
6.1872,188.7
1.625,50
4.05,141.3
3.8125,138
2.6012,92.2
4.2654,137.6
2.4286,100
2.9107,150.9
2.1442,149.2
2.462,260.3
4.2045,120.9
4.6173,164.8
5.1067,247.3
4.5833,230.4
1.5427,95.7
1.6953,150
10,500.001
3.3594,79.1
1.9732,101
3.5481,203.1
6.1504,266
1.7472,94.6
3.6006,161.7
6.7385,272.4
2.6165,100.9
5.2681,500.001
4.1387,162.5
9.6047,500.001
3.4306,162.5
5.0543,232
2.9338,276.3
2.125,120.2
6.2944,265.6
2.7989,126.7
5.2949,173.3
3.1483,213
4.3636,148.4
7.2651,500.001
1.9472,73.2
3.0156,109.1
3.3598,107.2
3.8523,193
1.4511,65.2
3.0536,137.5
4.6364,141.1
11.8442,500.001
8.1344,359
6.1668,405.8
2.8125,173.5
2.6406,156.7
2.0156,112.5
1.6607,56.1
3.6989,93.3
4.2852,173.5
1.8086,97.1
2.274,150.8
3.0222,172.5
2.75,72.2
3.3047,216.9
3.0789,350
3.3472,237.4
4.875,334.6
2.4049,159
4.9777,212.6
8.9616,500.001
2.4444,475
5.6582,500.001
6.2344,500.001
1.3191,92.3
2.4792,200
1.642,32.5
2.0677,214.5
3.6207,362.5
2.9191,111.8
5.6762,271.3
2.6637,175
4.1172,176.5
2.5179,145.5
4.425,336.4
6.8374,500.001
3.9306,260.7
5.4042,241.6
6.3875,310.7
3.6231,193.3
6.7395,342.8
3.5221,443.3
2.7799,149.3
1.4444,182.1
3.2073,123.5
3.7949,106.3
1.8444,47.1
4.4583,308.6
3.066,102.6
5.0254,350
1.4301,141.7
3.0465,144.1
5.9399,241.9
2.0242,65
4.1458,231.5
3.2443,190.7
2.5083,118.1
3.5795,186.9
2.9312,220.1
3.2465,277.4
4.1307,295.7
3.6908,278.8
2.5,101.6
3.1094,136.1
6.2935,258
2.8542,125
2.0673,118.8
5.2897,230.4
6.005,263.9
3.6885,254
15.0001,500.001
1.6875,132
2.3203,163.5
6.9014,366.8
5.0186,250.8
3.3333,247.9
5.2124,199.6
6.2685,307.4
3.6176,158.5
3.2171,230.8
3.5972,225.8
3.4492,98.8
2.2214,219
2.3171,159.5
4.0313,147.5
5.6149,273.1
6.0808,215.6
3.142,179.5
1.6875,122.7
5.5771,345.5
6.9135,374
4.2434,331
2.5437,99
3.7891,206.3
5.8068,263.9
6.4755,405.8
2.6576,147.9
10.8783,500.001
3.6023,161.8
2.9539,169.9
2.1991,133.3
1.875,181.3
4.8554,206.7
4.0929,165
4.5417,142.4
1.5303,95.3
4.835,230.6
2.2845,153.1
2.0458,174.5
3.275,500.001
2.473,251.8
1.3527,61.2
7.1382,443.8
4.2071,430.9
4.5568,175.3
4.7612,304.1
5.1506,302.1
4.4063,202.2
3.8776,124.5
5.5181,242.1
2.3333,164.2
2.3715,228
5.6029,161.8
2.1414,157.7
6.019,324.9
4.2333,363.3
1.4464,113.2
1.9732,69.4
2.9375,95.2
2.7694,161.9
7.7852,250
2.2019,134.2
3.5562,73.5
4.625,230.8
3.625,170.4
4.2237,262.3
2.4866,68.3
2.4722,103.3
6.5234,357.4
4.555,153.1
2.5875,81.3
2.6806,189.3
2.3224,56.2
2.7174,137.5
4.6324,183.6
3.3542,103.8
4.1779,159.1
6.057,235.9
5.0509,184.8
4.2028,273.6
4.76,216
5.3602,118.6
2.2222,75
5.5433,332.5
2.6833,118.8
5.102,417.5
6.2748,274.8
2.5536,70.2
2.1289,250
2.4211,268.8
7.226,255.3
2.3882,162.5
4.0125,161.4
4.15,68.2
2.5395,139.2
2.378,199.6
2.1528,75.5
4.45,196.6
3.4421,155.3
3.0221,93.3
1.3713,51.8
2.1806,67.2
2.25,152.3
4.2214,104.6
2.7708,192.3
6.0901,298.2
5.1297,206.7
2.7019,216.9
3.3816,93.8
5.2145,229.2
3.4408,172.9
3.7798,258.4
2.9565,73
6.5372,394
2.3229,118
3.0398,165.4
2.8036,110.1
2.8565,92.7
1.9479,89.5
4.7981,170.8
4.1033,301
4.475,265.7
5.3671,181.8
3.6607,110.4
4.35,261
8.1489,499
3.495,217.8
3.2963,236.1
3.7569,127.1
4.4211,215.2
5.5608,226.7
3.6429,317.1
3.8203,176
2.6548,123.2
3.3516,190
2.1588,61.3
2.7477,133
2.5062,73.7
2.1083,162.5
3.4375,218.8
4.7463,93.1
5.6254,283.8
3.8914,181.6
2.6364,199.3
3.2564,230.3
2.4306,88.9
3.371,161.8
3.8003,229.8
3.1719,158.3
2.5405,69.6
3.9773,166.7
2.3716,122.8
2.9541,106.7
4.6389,183.8
2.3173,225
1.1576,87.5
1.6789,95.5
2.7183,190.4
5.1728,107.5
2.4516,147.8
5.4625,223.6
3.9566,167.8
4.1538,218.8
5.0528,153.7
6.1085,500.001
6.4559,392.9
4.075,195
3.8274,252
4.4844,205.5
4.0294,500.001
3.5962,93.6
2.5067,232.6
3.9205,183
1.1522,87.5
4.8125,224.5
8.284,302.5
5.0887,335.1
3.2059,500.001
3.2813,175
3.038,128.1
3.8086,361.3
2.6083,148.6
3.225,163.3
6.7587,388.5
6.4781,269
4.8516,213.6
2.5806,82.5
1.9375,126.6
3.5481,265
2.7768,178.6
4.1328,500.001
4.25,150.3
4.5,237.3
1.3569,43.1
4.7009,500.001
4.2207,141.1
2.7981,92.1
6.7685,294.7
3.375,260.4
5.4074,157.7
5.7204,344.1
3.7813,247.8
2.2056,107.2
1.6445,156.9
6.1395,358
1.2679,56.7
4.57,189.9
1.3587,45.3
2.5842,111.3
3.312,121.3
2.2071,85.9
3.3125,222.8
7.3731,390.8
3.212,70.4
4.4896,184.6
3.5156,218.9
6.0132,259.4
3.7139,196.7
6.6136,472.8
4.6302,195.4
2.7535,111
3.7766,177
3.2083,181.9
2.8547,155.6
4.0333,133.9
3.8672,162.7
2.9571,346.2
2.8919,258.4
4.1094,215.8
2.9554,110.3
4.049,126
3.055,157.8
1.5161,103.2
5.5402,264.6
9.3845,500.001
5.1057,170.7
4.7955,158.1
5.3129,169.2
2.3375,282.3
2.2031,96.9
6.3427,304.8
1.4427,50.6
2.4375,114
3.1603,269.5
4.4948,190.6
3.3371,140.5
5.543,305.9
2.8614,145.2
4.9375,227.7
3.0877,329.1
3.2708,255.3
3.2813,243.6
2.8438,94.2
1.8819,58
3.6827,264.1
4.4609,142.9
3.3616,95.3
5.1488,181
3.0119,218.2
0.9196,137.5
3.6417,119
3.3036,210
1.9408,134.6
5.1423,322.9
2.2417,79.2
5.828,324.4
3.9167,235.6
7.4678,500.001
5.3683,500.001
2.3664,192.2
4.008,191.1
3.9583,163.2
3.2151,106.3
3.7143,81.6
1.3929,104.2
3.375,67.5
2.4643,244.4
4.2833,258
2.7344,91.9
4.7917,164.5
3.3125,191.8
2.2614,73
6.7138,368.6
5.9617,231.1
4.1917,181.8
2.9643,355.3
1.6901,103.5
3.1979,137.5
1.8187,84.1
2.809,82.5
3.3438,500.001
2.3934,71.9
4.125,220.8
2.125,179.2
3.3611,134.6
2.0096,155.7
4.3687,128.7
1.5531,93.1
1.4727,53
2.9405,217.8
4.95,194
4.8488,194.4
4.6761,298.3
1.2275,64.1
5.3292,155.5
3.6348,164.5
1.9429,76.4
2.9866,91.3
4.8105,313
4.0154,225.7
4.0827,170.7
2.2614,248.1
4.0202,166.3
2.8783,105.2
9.1541,453.8
1.6716,123.8
6.0743,274.3
2.7857,110.9
2.286,169.3
4.4219,209.2
0.78,55.5
6.8112,500.001
6.2892,254.2
1.6675,95.8
3.2813,268.1
2.3382,103
3.3026,229.5
7.0895,306.9
7.4713,351.2
2.9063,92.2
7.1425,393.7
4.0833,434.4
2.9449,95.6
1.5208,112.5
3.3269,102.7
1.875,89.7
4.0089,357
5.4592,139.1
1.9949,380
5.2162,171.9
2.4828,84
4.2381,193.5
3.0114,167
6.0902,293.2
6.0804,420
4.9271,155.3
1.913,114.3
3.7578,69.2
1.9063,95.8
11.806,500.001
5.2001,235.6
3.5234,183.9
2.8365,90
2.1182,71.3
5.5599,234.1
2.3844,98.6
5.2864,174.4
3.0721,108.1
4.7679,153.9
4.0326,164.7
3.4817,129.8
3.4485,458.3
1.8,81
3.6618,183.5
5.533,299.7
5.8369,255.7
3.1989,185.4
7.8521,500.001
3.1691,108.7
3.7375,138.8
2.8438,174.3
3.851,137.2
4.625,173.8
5.0605,216.2
2.4754,157.3
1.3708,125
5.9572,443.8
3.5954,163
6.4753,166.8
4.2266,153.8
2.9125,112.5
5.1312,183.6
6.9473,361.4
1.9125,47.5
3.7102,177.5
3.2132,176.1
7.2707,355.3
4.1875,161.2
4.3088,152.5
6.0677,321.6
3.4835,116.7
4.3229,130
4.8862,195
5.5693,153.1
2.2264,112.5
4.5135,158.3
5.2903,239.4
3.5387,160.4
1.4423,88.3
6.0224,198.5
2.1949,127.1
4.3654,223.8
3.2794,92.5
5.4872,203.4
6.3052,344.2
10.2948,382.4
4.0602,324
4.744,257.3
2.5363,95.9
4.3646,116.2
5.17,335.4
3.88,281.1
3.5164,226.5
3.5938,122.1
4.9125,383.6
3.1742,245
3.225,135.8
5.5205,188.7
3.3625,126.1
2.913,192.5
7.316,285.4
2.5521,113.1
7.2217,500.001
2.6036,162.1
4.5332,195.5
6.487,294.2
2.1937,162.5
3.8355,107
4.125,237.5
4.5417,233.7
11.7045,500.001
3.3125,295.4
2.7838,155.9
3.875,148.5
3.3214,101.6
6.1986,214.5
3.13,168.3
6.5842,458.5
2.7011,130.7
3.1625,103.6
4.725,232.1
4.0909,232.9
2.234,58.6
2.1743,176
3.0461,216.9
5.503,351.8
1.4911,59.2
2.2042,231.3
2.1107,76.2
2.9643,140.4
2.902,127.3
4.125,262.5
1.8833,96.9
5.5875,167.8
3.1901,167.6
5.5048,303.6
4.537,495.5
5.778,175.7
4.625,248.8
2.1135,90.6
4.4583,170
2.6322,140.7
5.4349,143
3.81,234.6
0.9283,116.3
1.6953,167.4
3.875,200
4.4712,144
4.075,237.9
2.575,69.9
5.1814,209.5
6.1426,450.7
6.5356,272.8
4.1581,126.5
4.1552,240.9
3.25,81.6
2.6689,192.3
2.7958,59
4.445,400
3.8259,146.1
4.5833,342.4
6.3064,418.3
2.4798,101.5
3.1591,189.7
2.8403,132.3
2.256,64.5
3.3026,119.1
5.6629,186.7
5.6493,422.4
2.4167,58.3
3.5655,95.6
3.7452,83.2
7.2354,391.1
3.0704,151.6
3.6875,101.7
2.6561,144.4
3.7303,188.5
1.7641,250
3.7202,182.1
1.9286,78.5
3.7463,427.6
3.7614,176
2.9013,89.5
4.2703,220.9
4.3,151.3
0.9318,187.5
5.34,257.4
5.2915,333
2.6193,172.3
2.7143,287.5
2.2304,203.8
3.6,164.6
2.6042,305.8
2.1944,203.3
5.1072,479.7
4.3456,163
3.6708,197.9
3.8531,105.4
3.7895,364.8
6.827,359.4
4.2066,88.4
1.8214,123.2
4.8594,265.9
3.2396,352.4
6.8322,394.1
1.6993,67.8
3.0139,82.6
5.3135,216.6
3.7321,216.5
8.72,415.9
2.0625,170.3
2.6,132.6
0.9782,54.2
1.5417,57.5
7.5196,315.6
2.4706,89.4
7.1264,500.001
4.8571,237.5
3.5435,278.6
3.95,210.2
3.5781,92.8
3.6563,344.7
4.4519,227.9
1.4617,46.9
2.1977,154.2
3.0365,98.1
4.125,185.8
4.7794,225.8
6.2683,180.7
1.5625,47.5
3.4659,163
6.9741,262
4.4609,230
5,287.6
1.8061,113.4
3.3799,239.3
3.1968,151
3.274,148.3
6.2899,275
4.2768,181.4
1.375,48.8
2.4053,178.4
1.5694,57.9
2.0625,94.4
3.2216,238.3
3.43,292.9
7.0913,265.4
3.9107,190.7
2.7787,56
6.8869,263.1
5.3363,212.8
4.7143,150.7
3.7292,65.8
5.7705,247.1
1.1185,55
3.3643,420
2.9375,273
4.39,270.1
4.6845,250
2.8393,104.4
3.5972,158
8.317,365.9
5.0641,234.9
3.3438,127.6
3.436,94.8
3.225,193.8
10.1122,500.001
2.3274,170.4
4.4391,306.7
3.725,310
1.6875,161.4
4.6696,159.5
1.825,133
3.1551,225.6
4.6713,231.8
4.175,500.001
1.7411,98.4
5.8541,281.5
2.3929,111.9
12.4237,500.001
1.2639,51.3
3.2759,195
2.6964,163.2
2.7644,111.4
6.994,420.8
4.8438,213.1
6.1935,115.7
1.9487,233.5
15.0001,500.001
3.4712,194.4
2.5172,330.8
3.8292,122.2
4.551,178.3
3.0409,500
1.3942,69.4
4.3269,231.4
2.8942,129
4.8167,163.3
3.0306,178.5
3.55,212.8
6.1575,500.001
3.5761,256.7
1.4577,49.8
8.8281,461.6
4.4394,162
3.9712,187.5
4.2829,240
2.7951,199.3
2.5158,134.9
2.4919,75.7
5.1271,342.5
3.5333,116.8
2.697,412.5
5.7509,474.1
5.3254,240.5
3.5585,284.8
7.8453,343.3
3.7614,137.5
1.6806,316.7
2.0192,158.3
4.5568,170.1
3.25,151.1
1.2434,98.4
1.4817,72
3.4018,204.5
6.2519,345.7
6.0281,321.1
2.8036,93.4
3.8047,204.7
4.233,157.4
4.6635,230.1
3.65,162.5
3.871,162.9
3.5541,350
3.017,97.6
2.0417,65.9
1.0612,300
4.925,154.7
1.7426,60.3
2.375,100
3.625,184.5
8.2364,371.8
3.8646,214.6
6.1278,417.6
1.6719,64.1
5.2636,191.3
5.2573,322.9
4.675,316.9
5.454,240.9
6.0336,240.3
3.775,281.3
15.0001,500.001
4.6937,198
4.8304,152.8
6.0936,365.4
3.6875,213.2
3.2027,128.6
4.8684,358.6
3.7813,143.2
4.4583,131
2.1734,88.2
3.5326,262.5
4.125,264.6
5.1463,220.2
3.7321,266.7
7.8633,500.001
1.9167,227.2
2.5714,70
2.3917,113.5
3.9286,262.7
4.0467,121.5
3.8864,197.3
3.253,186.7
3.1458,187.7
7.3718,212.5
1.7375,350
3.7292,416.7
3.285,138.1
3.116,300
5.1674,333
2.6506,164.6
2.3125,148.5
2.625,111.3
3.2964,176.9
5.9683,394.6
2.7794,350
2.8152,163.9
2.7321,150
2.75,178.3
7.5412,392.1
2.745,106.8
3.4427,263.5
4.3864,205.2
10.3661,500.001
3.2685,254.2
1.5667,72.5
5.5632,195.1
2.8588,92.5
3.3472,168
6.5004,263.6
4.4545,142.4
1.62,131.3
3.735,218.3
4.9,152.4
3.6849,211.4
2.5403,250
2.6598,157.3
10.5424,500.001
3.7941,247.8
2.1061,72.8
3.8247,208.7
2.1705,150
2.6136,169.2
5.1583,192.2
4.072,364.2
2.8007,210.9
3.9167,189.5
3.3966,115
0.7068,200
5.6152,359.9
3.5313,213
1.023,54.2
8.7819,500.001
2.9432,103.5
7.7932,469.9
4.1807,182.6
3.1359,350
5.4088,500.001
5.7001,205.1
3.7177,177.2
1.4679,94.7
1.875,95
2.4717,295.3
5.1805,201.6
4.1859,150
2.2375,64.3
4.15,265
5.1893,420.3
4.4063,152.6
6.8,240.8
4.4545,192.5
1.6747,100
2.0899,74.8
3.1728,146.8
4.2159,211.3
3.65,171.4
1.95,150
5.1005,266.7
6.357,322.5
